,2-TP
0,1.296
1,0.771
2,0.804
3,0.579
4,0.605
5,2.787
6,0.82
7,0.814
8,52.247
9,2.856
10,0.849
11,0.807
12,4.845
13,0.625
14,0.615
15,0.794
16,0.607
17,0.751
18,0.657
19,0.805
20,0.974
21,0.984
22,0.606
23,0.583
24,0.646
25,0.631
26,3.772
27,0.756
28,0.62
29,1.028
