,4-PV
0,8.006
1,0.658
2,0.817
3,1.15
4,1.246
5,0.694
6,1.36
7,0.671
8,0.944
9,1.377
10,0.624
11,0.7
12,2.613
13,0.647
14,1.597
15,4.351
16,28.628
17,2.76
18,2.029
19,1.366
20,4.217
21,0.633
22,0.679
23,10.232
24,0.658
25,0.772
26,0.65
27,92.906
28,1.61
29,0.659
